Matr’cula Primer A–o;Matr’cula Total Cohorte A–o Anterior;N¡ ProgramasConsiderados;A–o;C—dgo SIES;Matr’cula primer a–o hombres;Matr’cula primer a–o mujeres;Matr’cula total hombres;Matr’cula total mujeres;Retenci—n
8;7;1;2017;I629S3C119J1V1;5;3;15;8;0,875
15;14;1;2018;I629S3C121J1V1;7;8;16;51;0,933333333
25;20;1;2019;I629S3C121J1V1;5;20;11;28;0,8
27;16;1;2020;I629S3C121J1V1;10;17;18;35;0,592592593
23;23;1;2016;I629S3C121J1V1;8;15;11;24;1
18;17;1;2017;I629S3C121J1V1;11;7;21;53;0,944444444
25;25;1;2018;I629S3C134J1V1;8;17;15;29;1
25;18;1;2019;I629S3C134J1V1;6;19;13;39;0,72
39;23;1;2020;I629S3C134J1V1;19;20;27;43;0,58974359
19;11;1;2016;I629S3C134J1V1;6;13;8;17;0,578947368
19;19;1;2017;I629S3C134J1V1;8;11;10;20;1
15;15;1;2018;I629S3C140J2V1;13;2;22;2;1
;;0;2019;I629S3C140J2V1;19;4;33;7;
22;14;1;2016;I629S3C140J2V1;20;2;20;2;0,636363636
9;9;1;2017;I629S3C140J2V1;9;0;20;3;1
50;50;1;2018;I629S3C141J1V1;8;42;15;69;1
30;20;1;2019;I629S3C141J1V1;3;27;15;80;0,666666667
26;25;1;2020;I629S3C141J1V1;6;20;11;51;0,961538462
19;11;1;2016;I629S3C141J1V1;1;18;1;18;0,578947368
33;32;1;2017;I629S3C141J1V1;8;25;9;35;0,96969697
37;30;1;2018;I629S3C141J2V1;5;32;7;41;0,810810811
31;30;1;2019;I629S3C141J2V1;8;23;12;49;0,967741935
54;22;1;2020;I629S3C141J2V1;6;48;15;104;0,407407407
18;6;1;2016;I629S3C141J2V1;6;12;6;12;0,333333333
17;9;1;2017;I629S3C141J2V1;3;14;4;19;0,529411765
49;44;1;2018;I629S3C151J1V1;5;44;5;44;0,897959184
38;30;1;2019;I629S3C151J1V1;8;30;12;70;0,789473684
51;30;1;2020;I629S3C151J1V1;6;45;18;103;0,588235294
22;18;1;2018;I629S3C151J2V1;4;18;4;18;0,818181818
25;24;1;2019;I629S3C151J2V1;5;20;10;33;0,96
27;25;1;2020;I629S3C151J2V1;7;20;15;48;0,925925926
25;18;1;2019;I629S3C156J2V1;9;16;9;16;0,72
18;16;1;2020;I629S3C156J2V1;4;14;9;28;0,888888889
41;27;1;2018;I629S3C1J2V1;36;5;53;5;0,658536585
29;20;1;2019;I629S3C1J2V1;27;2;51;5;0,689655172
27;26;1;2020;I629S3C1J2V1;21;6;59;8;0,962962963
27;18;1;2016;I629S3C1J2V1;27;0;44;0;0,666666667
24;17;1;2017;I629S3C1J2V1;24;0;40;2;0,708333333
10;5;1;2016;I629S3C2J1V1;6;4;20;11;0,5
14;13;1;2018;I629S4C0J1V1;10;4;31;25;0,928571429
22;16;1;2019;I629S4C0J1V1;13;9;22;13;0,727272727
16;16;1;2020;I629S4C0J1V1;9;7;22;19;1
26;18;1;2016;I629S4C0J1V1;18;8;28;13;0,692307692
19;19;1;2017;I629S4C0J1V1;17;2;27;10;1
29;26;1;2018;I629S4C0J2V1;24;5;54;9;0,896551724
23;23;1;2019;I629S4C0J2V1;20;3;41;8;1
25;25;1;2020;I629S4C0J2V1;22;3;58;11;1
43;38;1;2016;I629S4C0J2V1;38;5;60;7;0,88372093
53;34;1;2017;I629S4C0J2V1;46;7;91;11;0,641509434
;;0;2019;I629S4C100J2V1;14;12;14;12;
33;31;1;2018;I629S4C113J1V1;11;22;17;44;0,939393939
21;20;1;2019;I629S4C113J1V1;6;15;15;37;0,952380952
25;18;1;2020;I629S4C113J1V1;5;20;15;47;0,72
34;31;1;2016;I629S4C113J1V1;7;27;15;44;0,911764706
41;24;1;2017;I629S4C113J1V1;12;29;19;53;0,585365854
38;35;1;2018;I629S4C113J2V1;16;22;20;51;0,921052632
26;25;1;2019;I629S4C113J2V1;11;15;20;41;0,961538462
25;20;1;2020;I629S4C113J2V1;10;15;17;49;0,8
40;32;1;2016;I629S4C113J2V1;8;32;21;47;0,8
36;30;1;2017;I629S4C113J2V1;8;28;11;57;0,833333333
29;23;1;2018;I629S4C114J1V1;14;15;27;22;0,793103448
27;25;1;2019;I629S4C114J1V1;15;12;25;25;0,925925926
37;24;1;2020;I629S4C114J1V1;19;18;41;37;0,648648649
22;16;1;2018;I629S4C114J1V1;9;13;16;22;0,727272727
18;18;1;2019;I629S4C114J1V1;9;9;18;16;1
23;20;1;2020;I629S4C114J1V1;8;15;24;27;0,869565217
17;17;1;2016;I629S4C114J1V1;11;6;21;16;1
26;20;1;2017;I629S4C114J1V1;15;11;27;40;0,769230769
26;15;1;2016;I629S4C114J1V1;15;11;16;11;0,576923077
21;16;1;2017;I629S4C114J1V1;11;10;19;17;0,761904762
26;19;1;2018;I629S4C115J2V1;5;21;7;40;0,730769231
21;16;1;2019;I629S4C115J2V1;6;15;8;32;0,761904762
19;17;1;2020;I629S4C115J2V1;8;11;16;34;0,894736842
19;14;1;2016;I629S4C115J2V1;2;17;3;28;0,736842105
14;12;1;2017;I629S4C115J2V1;1;13;6;38;0,857142857
64;56;1;2018;I629S4C116J1V1;2;62;2;150;0,875
58;55;1;2019;I629S4C116J1V1;0;58;1;113;0,948275862
62;35;1;2020;I629S4C116J1V1;0;62;1;167;0,564516129
42;41;1;2016;I629S4C116J1V1;0;42;0;58;0,976190476
69;68;1;2017;I629S4C116J1V1;0;69;0;110;0,985507246
25;18;1;2018;I629S4C116J2V1;0;25;0;25;0,72
20;19;1;2018;I629S4C116J2V1;0;20;0;49;0,95
19;18;1;2019;I629S4C116J2V1;0;19;0;37;0,947368421
15;14;1;2019;I629S4C116J2V1;0;15;0;34;0,933333333
38;20;1;2020;I629S4C116J2V1;0;38;0;71;0,526315789
25;22;1;2020;I629S4C116J2V1;0;25;0;60;0,88
18;13;1;2016;I629S4C116J2V1;0;18;0;29;0,722222222
29;27;1;2017;I629S4C116J2V1;0;29;0;42;0,931034483
26;24;1;2018;I629S4C118J1V1;26;0;54;0;0,923076923
21;21;1;2019;I629S4C118J1V1;21;0;43;2;1
31;25;1;2020;I629S4C118J1V1;25;6;61;7;0,806451613
34;20;1;2018;I629S4C118J2V1;32;2;68;4;0,588235294
40;25;1;2019;I629S4C118J2V1;37;3;56;4;0,625
31;28;1;2020;I629S4C118J2V1;29;2;67;7;0,903225806
100;63;1;2016;I629S4C118J2V1;95;5;95;5;0,63
61;36;1;2017;I629S4C118J2V1;57;4;111;6;0,590163934
22;14;1;2018;I629S4C119J1V1;16;6;25;12;0,636363636
;;0;2019;I629S4C119J1V1;13;7;21;13;
22;16;1;2016;I629S4C119J1V1;15;7;38;13;0,727272727
18;15;1;2017;I629S4C119J1V1;10;8;20;14;0,833333333
16;12;1;2016;I629S4C119J2V1;12;4;22;8;0,75
14;12;1;2017;I629S4C119J2V1;10;4;18;8;0,857142857
16;15;1;2019;I629S4C121J1V1;7;9;7;9;0,9375
24;20;1;2020;I629S4C121J1V1;6;18;14;21;0,833333333
40;40;1;2018;I629S4C134J1V1;29;11;31;58;1
27;25;1;2019;I629S4C134J1V1;8;19;18;59;0,925925926
31;23;1;2020;I629S4C134J1V1;8;23;17;64;0,741935484
57;42;1;2016;I629S4C134J1V1;25;32;34;47;0,736842105
58;45;1;2017;I629S4C134J1V1;27;31;41;60;0,775862069
21;19;1;2019;I629S4C134J2V1;8;13;14;17;0,904761905
24;18;1;2020;I629S4C134J2V1;10;14;20;28;0,75
35;23;1;2018;I629S4C135J1V1;31;4;56;5;0,657142857
23;20;1;2019;I629S4C135J1V1;20;3;41;5;0,869565217
29;22;1;2020;I629S4C135J1V1;27;2;65;4;0,75862069
37;32;1;2018;I629S4C135J2V1;35;2;70;3;0,864864865
26;18;1;2019;I629S4C135J2V1;25;1;55;3;0,692307692
30;28;1;2020;I629S4C135J2V1;30;0;55;2;0,933333333
24;23;1;2016;I629S4C136J1V1;9;15;14;35;0,958333333
9;9;1;2017;I629S4C136J1V1;4;5;14;18;1
14;8;1;2016;I629S4C136J2V1;7;7;15;15;0,571428571
22;9;1;2017;I629S4C136J2V1;11;11;25;28;0,409090909
25;20;1;2018;I629S4C140J1V1;24;1;38;2;0,8
21;20;1;2019;I629S4C140J1V1;17;4;37;4;0,952380952
29;25;1;2020;I629S4C140J1V1;22;7;50;10;0,862068966
16;10;1;2016;I629S4C140J1V1;11;5;11;5;0,625
60;13;1;2017;I629S4C140J1V1;52;8;75;16;0,216666667
24;20;1;2019;I629S4C140J2V1;20;4;20;4;0,833333333
18;18;1;2020;I629S4C140J2V1;17;1;31;3;1
13;7;1;2016;I629S4C140J2V1;10;3;10;3;0,538461538
;;0;2017;I629S4C140J2V1;15;4;21;5;
137;132;1;2018;I629S4C141J1V1;19;118;31;245;0,96350365
86;80;1;2019;I629S4C141J1V1;10;76;32;264;0,930232558
94;88;1;2020;I629S4C141J1V1;12;82;30;257;0,936170213
118;85;1;2016;I629S4C141J1V1;10;108;10;108;0,720338983
130;129;1;2017;I629S4C141J1V1;15;115;22;193;0,992307692
37;35;1;2018;I629S4C141J2V1;5;32;21;114;0,945945946
32;28;1;2019;I629S4C141J2V1;12;20;22;73;0,875
35;32;1;2020;I629S4C141J2V1;5;30;20;72;0,914285714
59;40;1;2016;I629S4C141J2V1;11;48;11;48;0,677966102
51;51;1;2017;I629S4C141J2V1;10;41;13;78;1
14;10;1;2018;I629S4C142J2V1;13;1;34;2;0,714285714
22;20;1;2019;I629S4C142J2V1;21;1;31;1;0,909090909
24;20;1;2020;I629S4C142J2V1;23;1;47;1;0,833333333
35;29;1;2016;I629S4C142J2V1;34;1;34;1;0,828571429
36;22;1;2017;I629S4C142J2V1;35;1;63;2;0,611111111
25;20;1;2018;I629S4C150J1V1;2;23;2;23;0,8
34;30;1;2019;I629S4C150J1V1;2;32;4;50;0,882352941
41;24;1;2020;I629S4C150J1V1;3;38;6;76;0,585365854
62;44;1;2018;I629S4C151J1V1;12;50;12;50;0,709677419
32;30;1;2019;I629S4C151J1V1;5;27;14;62;0,9375
42;35;1;2020;I629S4C151J1V1;6;36;17;81;0,833333333
26;21;1;2018;I629S4C151J2V1;3;23;3;23;0,807692308
33;25;1;2019;I629S4C151J2V1;7;26;9;45;0,757575758
34;27;1;2020;I629S4C151J2V1;7;27;12;66;0,794117647
20;11;1;2019;I629S4C156J1V1;6;14;6;14;0,55
17;15;1;2020;I629S4C156J2V1;4;13;4;13;0,882352941
17;16;1;2019;I629S4C157J1V1;0;17;0;17;0,941176471
32;20;1;2020;I629S4C157J1V1;4;28;4;42;0,625
24;15;1;2018;I629S4C1J1V1;23;1;33;2;0,625
19;18;1;2019;I629S4C1J1V1;17;2;32;2;0,947368421
20;20;1;2020;I629S4C1J1V1;17;3;42;5;1
23;19;1;2016;I629S4C1J1V1;22;1;41;1;0,826086957
15;11;1;2017;I629S4C1J1V1;14;1;33;1;0,733333333
28;22;1;2018;I629S4C1J2V1;28;0;47;0;0,785714286
33;25;1;2019;I629S4C1J2V1;33;0;56;0;0,757575758
33;28;1;2020;I629S4C1J2V1;33;0;63;1;0,848484848
55;37;1;2016;I629S4C1J2V1;54;1;93;1;0,672727273
42;19;1;2017;I629S4C1J2V1;42;0;79;2;0,452380952
17;14;1;2018;I629S5C113J2V1;8;9;11;24;0,823529412
19;16;1;2019;I629S5C113J2V1;6;13;11;22;0,842105263
23;21;1;2020;I629S5C113J2V1;7;16;14;35;0,913043478
22;16;1;2016;I629S5C113J2V1;7;15;7;15;0,727272727
24;15;1;2017;I629S5C113J2V1;8;16;12;28;0,625
16;16;1;2018;I629S5C115J2V1;2;14;4;24;1
17;16;1;2019;I629S5C115J2V1;4;13;6;27;0,941176471
19;18;1;2020;I629S5C115J2V1;4;15;10;38;0,947368421
9;6;1;2016;I629S5C115J2V1;3;6;3;6;0,666666667
15;12;1;2017;I629S5C115J2V1;2;13;4;17;0,8
24;14;1;2018;I629S5C134J2V1;6;18;12;23;0,583333333
27;18;1;2019;I629S5C134J2V1;9;18;12;29;0,666666667
25;20;1;2020;I629S5C134J2V1;12;13;21;29;0,8
17;8;1;2016;I629S5C134J2V1;10;7;10;7;0,470588235
13;13;1;2016;I629S5C134J2V1;5;8;5;8;1
15;11;1;2017;I629S5C134J2V1;7;8;10;15;0,733333333
;;0;2017;I629S5C134J2V1;4;3;9;11;
25;20;1;2019;I629S5C156J2V1;3;22;3;22;0,8
19;18;1;2020;I629S5C156J2V1;2;17;3;39;0,947368421
16;8;1;2018;I629S5C1J2V1;16;0;35;1;0,5
24;13;1;2016;I629S5C1J2V1;24;0;24;0;0,541666667
27;19;1;2017;I629S5C1J2V1;25;2;38;2;0,703703704
27;24;1;2019;I629S6C0J2V1;24;3;24;3;0,888888889
29;25;1;2020;I629S6C0J2V1;23;6;40;8;0,862068966
32;32;1;2018;I629S6C113J1V1;10;22;10;22;1
18;18;1;2019;I629S6C113J1V1;7;11;18;32;1
22;20;1;2020;I629S6C113J1V1;7;15;20;38;0,909090909
25;19;1;2018;I629S6C113J2V1;8;17;8;17;0,76
23;18;1;2019;I629S6C113J2V1;6;17;10;32;0,782608696
23;20;1;2020;I629S6C113J2V1;11;12;17;36;0,869565217
21;19;1;2018;I629S6C115J2V1;4;17;4;17;0,904761905
20;20;1;2019;I629S6C115J2V1;5;15;8;31;1
20;15;1;2020;I629S6C115J2V1;3;17;9;39;0,75
58;50;1;2018;I629S6C116J1V1;0;58;0;58;0,862068966
60;40;1;2019;I629S6C116J1V1;0;60;0;110;0,666666667
50;30;1;2020;I629S6C116J1V1;0;50;0;153;0,6
26;21;1;2018;I629S6C116J2V1;0;26;0;40;0,807692308
;;0;2019;I629S6C116J2V1;0;55;0;76;
34;22;1;2018;I629S6C119J1V1;20;14;20;14;0,647058824
23;22;1;2019;I629S6C119J1V1;13;10;27;18;0,956521739
31;25;1;2020;I629S6C119J1V1;19;12;38;27;0,806451613
28;19;1;2018;I629S6C119J2V1;24;4;24;4;0,678571429
22;20;1;2019;I629S6C119J2V1;17;5;32;9;0,909090909
25;21;1;2020;I629S6C119J2V1;20;5;37;11;0,84
26;18;1;2018;I629S6C140J1V1;22;4;22;4;0,692307692
27;27;1;2018;I629S6C141J2V1;9;18;12;31;1
41;25;1;2019;I629S6C141J2V1;4;37;13;65;0,609756098
55;25;1;2020;I629S6C141J2V1;7;48;17;88;0,454545455
33;31;1;2018;I629S6C151J2V1;2;31;2;31;0,939393939
32;25;1;2019;I629S6C151J2V1;3;29;5;58;0,78125
30;25;1;2020;I629S6C151J2V1;1;29;5;82;0,833333333
35;28;1;2018;I629S6C151J2V1;2;33;2;33;0,8
;;0;2019;I629S6C151J2V1;6;40;6;40;
23;22;1;2019;I629S6C151J2V1;3;20;5;46;0,956521739
25;20;1;2020;I629S6C151J2V1;3;22;7;57;0,8
;;0;2019;I629S6C156J1V1;4;19;4;19;
27;16;1;2020;I629S6C156J2V1;3;24;4;37;0,592592593
;;0;2016;I633S0C10J2V1;14;6;22;12;
51;39;1;2016;I633S0C2J1V1;7;44;18;71;0,764705882
59;28;1;2017;I633S0C2J1V1;16;43;28;97;0,474576271
56;33;1;2018;I633S0C2J1V1;17;39;24;92;0,589285714
57;31;1;2019;I633S0C2J1V1;17;40;30;93;0,543859649
40;32;1;2020;I633S0C2J1V1;7;33;16;55;0,8
80;57;1;2016;I633S0C41J1V1;13;67;27;109;0,7125
58;58;1;2017;I633S0C41J1V1;12;46;28;119;1
77;60;1;2018;I633S0C41J1V1;25;52;47;148;0,779220779
83;63;1;2019;I633S0C41J1V1;19;64;46;153;0,759036145
78;52;1;2020;I633S0C41J1V1;13;65;29;112;0,666666667
40;33;1;2016;I633S0C41J2V1;10;30;26;97;0,825
58;38;1;2017;I633S0C41J2V1;12;46;21;91;0,655172414
40;31;1;2018;I633S0C41J2V1;17;23;30;73;0,775
40;32;1;2019;I633S0C41J2V1;8;32;27;73;0,8
40;28;1;2020;I633S0C41J2V1;16;24;20;52;0,7
27;22;1;2016;I633S0C55J2V1;12;15;12;15;0,814814815
35;26;1;2017;I633S0C55J2V1;16;19;24;33;0,742857143
29;17;1;2018;I633S0C55J2V1;20;9;36;37;0,586206897
28;24;1;2019;I633S0C55J2V1;14;14;31;35;0,857142857
17;15;1;2020;I633S0C55J2V1;7;10;21;20;0,882352941
41;30;1;2016;I633S0C56J2V1;38;3;38;3;0,731707317
33;26;1;2017;I633S0C56J2V1;31;2;59;4;0,787878788
32;18;1;2018;I633S0C56J2V1;30;2;77;6;0,5625
36;19;1;2019;I633S0C56J2V1;35;1;79;4;0,527777778
28;16;1;2020;I633S0C56J2V1;27;1;46;1;0,571428571
15;15;1;2018;I633S0C57J1V1;;15;;15;1
22;20;1;2019;I633S0C57J1V1;;22;;38;0,909090909
27;21;1;2020;I633S0C57J1V1;0;27;0;47;0,777777778
19;16;1;2016;I633S0C57J2V1;0;19;0;19;0,842105263
33;29;1;2017;I633S0C57J2V1;0;33;0;49;0,878787879
29;19;1;2018;I633S0C57J2V1;;29;;72;0,655172414
29;17;1;2019;I633S0C57J2V1;29;;75;;0,586206897
18;16;1;2020;I633S0C57J2V1;0;18;0;35;0,888888889
17;17;1;2016;I633S0C58J1V1;3;14;3;14;1
34;28;1;2017;I633S0C58J1V1;8;26;9;42;0,823529412
35;27;1;2018;I633S0C58J1V1;5;30;13;67;0,771428571
24;18;1;2019;I633S0C58J1V1;3;21;10;67;0,75
17;11;1;2020;I633S0C58J1V1;5;12;6;29;0,647058824
19;15;1;2016;I633S0C58J2V1;2;17;2;17;0,789473684
14;10;1;2017;I633S0C58J2V1;3;11;5;24;0,714285714
26;6;1;2018;I633S0C58J2V1;6;20;9;37;0,230769231
18;15;1;2019;I633S0C58J2V1;;18;3;30;0,833333333
11;10;1;2020;I633S0C58J2V1;2;9;2;24;0,909090909
15;10;1;2017;I633S0C59J2V1;13;2;13;2;0,666666667
22;11;1;2018;I633S0C59J2V1;15;7;23;9;0,5
22;11;1;2019;I633S0C59J2V1;15;7;32;9;0,5
22;13;1;2020;I633S0C59J2V1;17;5;24;9;0,590909091
17;8;1;2016;I633S0C61J1V1;15;2;15;2;0,470588235
;;0;2017;I633S0C61J1V1;15;1;23;1;
30;20;1;2017;I633S0C71J2V1;20;10;20;10;0,666666667
26;14;1;2018;I633S0C71J2V1;16;10;29;17;0,538461538
29;17;1;2019;I633S0C71J2V1;20;9;40;20;0,586206897
22;15;1;2020;I633S0C71J2V1;19;3;30;9;0,681818182
;;0;2016;I633S2C10J2V1;11;7;23;20;
17;15;1;2016;I633S2C2J1V1;4;13;5;32;0,882352941
27;20;1;2017;I633S2C2J1V1;4;23;9;43;0,740740741
24;19;1;2018;I633S2C2J1V1;3;21;8;49;0,791666667
32;26;1;2019;I633S2C2J1V1;2;30;9;59;0,8125
45;39;1;2020;I633S2C2J1V1;5;40;7;64;0,866666667
14;11;1;2016;I633S2C3J2V1;7;7;14;25;0,785714286
12;4;1;2017;I633S2C3J2V1;6;6;13;20;0,333333333
21;21;1;2018;I633S2C3J2V1;7;14;13;21;1
30;24;1;2016;I633S2C41J1V1;6;24;8;38;0,8
33;24;1;2017;I633S2C41J1V1;8;25;13;59;0,727272727
34;26;1;2018;I633S2C41J1V1;2;32;11;75;0,764705882
35;33;1;2019;I633S2C41J1V1;6;29;12;73;0,942857143
26;20;1;2020;I633S2C41J1V1;7;19;12;47;0,769230769
33;23;1;2016;I633S2C41J2V1;9;24;13;62;0,696969697
33;30;1;2017;I633S2C41J2V1;6;27;12;64;0,909090909
36;29;1;2018;I633S2C41J2V1;10;26;18;72;0,805555556
34;28;1;2019;I633S2C41J2V1;7;27;20;69;0,823529412
37;29;1;2020;I633S2C41J2V1;12;25;18;47;0,783783784
37;28;1;2016;I633S2C55J2V1;11;26;11;26;0,756756757
40;28;1;2017;I633S2C55J2V1;8;32;15;53;0,7
32;27;1;2018;I633S2C55J2V1;13;19;18;42;0,84375
33;28;1;2019;I633S2C55J2V1;13;20;28;61;0,848484848
28;19;1;2020;I633S2C55J2V1;12;16;23;32;0,678571429
25;23;1;2018;I633S2C57J1V1;;25;;25;0,92
48;37;1;2019;I633S2C57J1V1;48;;71;;0,770833333
28;22;1;2020;I633S2C57J1V1;0;28;0;65;0,785714286
19;8;1;2016;I633S2C59J2V1;13;6;13;6;0,421052632
19;10;1;2017;I633S2C59J2V1;11;8;15;12;0,526315789
22;16;1;2018;I633S2C59J2V1;13;9;20;16;0,727272727
29;20;1;2019;I633S2C59J2V1;24;5;39;20;0,689655172
20;10;1;2020;I633S2C59J2V1;16;4;32;8;0,5
24;16;1;2017;I633S2C71J2V1;12;12;12;12;0,666666667
24;16;1;2018;I633S2C71J2V1;9;15;16;24;0,666666667
31;14;1;2019;I633S2C71J2V1;18;13;30;26;0,451612903
25;14;1;2020;I633S2C71J2V1;14;11;23;16;0,56
20;14;1;2016;I651S0C2J1V1;7;13;30;52;0,7
;;0;2017;I651S0C2J1V1;10;12;31;48;
13;11;1;2016;I651S0C2J2V1;6;7;11;14;0,846153846
;;0;2017;I651S0C2J2V1;3;2;14;12;
64;48;1;2016;I651S0C3J1V1;19;45;79;169;0,75
;;0;2017;I651S0C3J1V1;23;50;81;179;
15;8;1;2016;I651S0C3J2V1;6;9;15;22;0,533333333
;;0;2017;I651S0C3J2V1;11;13;16;36;
98;78;1;2019;I676S0C0J1V1;48;50;175;164;0,795918367
79;72;1;2020;I676S0C0J1V1;37;42;155;165;0,911392405
108;102;1;2018;I676S0C0J1V1;55;53;156;149;0,944444444
73;53;1;2016;I676S0C0J1V1;30;43;156;188;0,726027397
79;60;1;2017;I676S0C0J1V1;36;43;145;149;0,759493671
18;6;1;2019;I676S0C0J2V1;12;6;26;14;0,333333333
7;5;1;2020;I676S0C0J2V1;4;3;17;6;0,714285714
19;15;1;2016;I676S0C0J2V1;17;2;19;10;0,789473684
7;5;1;2017;I676S0C0J2V1;1;6;19;12;0,714285714
10;9;1;2019;I676S0C1J1V1;1;9;17;30;0,9
12;8;1;2020;I676S0C1J1V1;3;9;14;28;0,666666667
13;8;1;2018;I676S0C1J1V1;8;5;21;34;0,615384615
21;20;1;2016;I676S0C1J1V1;7;14;24;51;0,952380952
11;11;1;2017;I676S0C1J1V1;3;8;19;44;1
30;24;1;2019;I676S0C5J1V1;9;21;21;42;0,8
17;14;1;2020;I676S0C5J1V1;8;9;27;43;0,823529412
21;16;1;2018;I676S0C5J1V1;12;9;20;29;0,761904762
7;4;1;2016;I676S0C5J1V1;3;4;17;26;0,571428571
14;11;1;2017;I676S0C5J1V1;3;11;13;27;0,785714286
56;43;1;2019;I676S2C0J1V1;37;19;118;92;0,767857143
52;43;1;2020;I676S2C0J1V1;26;26;109;87;0,826923077
51;46;1;2018;I676S2C0J1V1;25;26;110;107;0,901960784
66;56;1;2016;I676S2C0J1V1;29;37;80;105;0,848484848
66;62;1;2017;I676S2C0J1V1;36;30;97;112;0,939393939
14;5;1;2019;I676S2C0J2V1;9;5;15;11;0,357142857
8;7;1;2020;I676S2C0J2V1;4;4;8;11;0,875
12;9;1;2016;I676S2C0J2V1;8;4;19;11;0,75
11;10;1;2017;I676S2C0J2V1;5;6;16;15;0,909090909
8;7;1;2019;I676S2C1J1V1;3;5;14;18;0,875
9;5;1;2018;I676S2C1J1V1;2;7;17;22;0,555555556
11;10;1;2016;I676S2C1J1V1;4;7;21;34;0,909090909
8;8;1;2017;I676S2C1J1V1;4;4;18;26;1
4;4;1;2016;I676S2C3J1V1;1;3;6;6;1
10;2;1;2019;I676S2C5J1V1;4;6;7;12;0,2
10;9;1;2020;I676S2C5J1V1;3;7;5;15;0,9
12;10;1;2017;I676S2C5J1V1;6;6;10;13;0,833333333
10;7;1;2016;I68S1C11J1V1;2;8;6;22;0,7
25;12;1;2017;I68S1C11J1V1;7;18;11;34;0,48
18;14;1;2016;I68S1C11J2V1;8;10;45;56;0,777777778
46;28;1;2017;I68S1C11J2V1;21;25;56;79;0,608695652
15;6;1;2017;I68S1C120J2V1;9;6;9;6;0,4
21;21;1;2017;I68S1C121J4V1;4;17;4;17;1
20;15;1;2016;I68S1C26J1V1;4;16;12;54;0,75
17;15;1;2017;I68S1C26J1V1;2;15;11;52;0,882352941
52;36;1;2016;I68S1C26J2V1;13;39;34;39;0,692307692
42;29;1;2017;I68S1C26J2V1;11;31;37;100;0,69047619
18;12;1;2016;I68S1C28J2V1;10;8;28;17;0,666666667
32;19;1;2017;I68S1C28J2V1;22;10;39;23;0,59375
17;13;1;2016;I68S1C2J1V1;9;8;34;37;0,764705882
20;15;1;2017;I68S1C2J1V1;12;8;43;36;0,75
23;23;1;2018;I68S1C2J1V1;11;12;48;46;1
47;30;1;2016;I68S1C2J2V1;23;24;194;130;0,638297872
56;28;1;2017;I68S1C2J2V1;26;30;164;141;0,5
65;53;1;2018;I68S1C2J2V1;31;34;162;128;0,815384615
20;15;1;2016;I68S1C40J2V1;15;5;59;26;0,75
22;13;1;2017;I68S1C40J2V1;15;7;58;28;0,590909091
;;0;2017;I68S1C60J2V1;1;0;16;3;
22;15;1;2016;I68S1C85J2V1;10;12;27;34;0,681818182
35;20;1;2017;I68S1C85J2V1;8;27;37;70;0,571428571
27;21;1;2018;I691S0C12J1V1;0;27;0;66;0,777777778
;;0;2019;I691S0C12J1V1;0;21;0;21;
20;17;1;2016;I691S0C12J1V1;0;20;0;20;0,85
37;26;1;2017;I691S0C12J1V1;0;37;0;54;0,702702703
20;16;1;2018;I691S0C2J1V1;1;19;7;62;0,8
;;0;2019;I691S0C2J1V1;0;16;3;16;
44;27;1;2016;I691S0C2J1V1;9;35;12;65;0,613636364
36;27;1;2017;I691S0C2J1V1;4;32;14;79;0,75
85;52;1;2016;I693S0C0J1V1;68;17;211;47;0,611764706
86;62;1;2017;I693S0C0J1V1;58;28;203;62;0,720930233
64;48;1;2018;I693S0C0J1V1;51;13;188;52;0,75
86;45;1;2019;I693S0C0J1V1;65;21;181;54;0,523255814
31;23;1;2020;I693S0C0J1V1;27;4;112;28;0,741935484
4;1;1;2016;I693S0C14J1V1;1;3;6;19;0,25
40;30;1;2016;I693S0C4J1V1;38;2;108;15;0,75
46;35;1;2017;I693S0C4J1V1;41;5;118;18;0,760869565
47;38;1;2018;I693S0C4J1V1;44;3;121;16;0,808510638
53;31;1;2019;I693S0C4J1V1;38;15;132;26;0,58490566
40;23;1;2020;I693S0C4J1V1;37;3;117;19;0,575
152;149;1;2019;I69S1C12J1V1;50;102;195;408;0,980263158
167;146;1;2020;I69S1C12J1V1;62;105;215;413;0,874251497
;;0;2016;I69S1C12J1V1;42;86;202;342;
;;0;2017;I69S1C12J1V1;40;80;196;349;
155;144;1;2018;I69S1C12J1V1;46;109;198;393;0,929032258
143;130;1;2019;I69S1C1J1V1;91;52;291;198;0,909090909
106;90;1;2020;I69S1C1J1V1;51;55;271;208;0,849056604
;;0;2016;I69S1C1J1V1;87;70;236;179;
;;0;2017;I69S1C1J1V1;83;56;242;183;
128;99;1;2018;I69S1C1J1V1;83;45;276;182;0,7734375
25;22;1;2019;I69S1C236J1V1;10;15;42;73;0,88
26;22;1;2020;I69S1C236J1V1;5;21;33;75;0,846153846
;;0;2016;I69S1C236J1V1;6;23;34;69;
;;0;2017;I69S1C236J1V1;11;15;36;72;
23;18;1;2018;I69S1C236J1V1;8;15;40;73;0,782608696
17;16;1;2019;I69S1C25J1V1;13;4;34;16;0,941176471
20;15;1;2020;I69S1C25J1V1;13;7;32;20;0,75
;;0;2016;I69S1C25J1V1;13;7;36;14;
;;0;2017;I69S1C25J1V1;17;6;37;15;
24;17;1;2018;I69S1C25J1V1;15;9;32;19;0,708333333
61;57;1;2019;I69S1C260J1V1;21;40;77;131;0,93442623
