Matr’cula Primer A–o;Matr’cula Total Cohorte A–o Anterior;N¡ ProgramasConsiderados;A–o;C—dgo SIES;Matr’cula primer a–o hombres;Matr’cula primer a–o mujeres;Matr’cula total hombres;Matr’cula total mujeres;Retenci—n
53;37;1;2018;I54S13C49J1V1;11;42;38;169;0,698113208
31;22;1;2019;I54S13C49J1V1;10;21;39;155;0,709677419
29;4;1;2016;I54S13C51J2V1;14;15;18;16;0,137931034
27;1;1;2017;I54S13C51J2V1;12;15;16;16;0,037037037
32;2;1;2018;I54S13C51J2V1;16;16;17;16;0,0625
16;1;1;2019;I54S13C51J2V1;6;10;8;13;0,0625
;;0;2020;I54S13C51J2V1;6;14;7;14;
39;30;1;2016;I54S13C54J1V1;38;1;156;4;0,769230769
26;15;1;2017;I54S13C54J1V1;26;0;159;2;0,576923077
24;17;1;2018;I54S13C54J1V1;24;0;167;2;0,708333333
9;8;1;2019;I54S13C54J1V1;9;0;150;3;0,888888889
11;5;1;2016;I54S13C54J2V1;10;1;117;2;0,454545455
16;10;1;2017;I54S13C54J2V1;16;0;123;1;0,625
18;5;1;2018;I54S13C54J2V1;17;1;106;3;0,277777778
8;6;1;2019;I54S13C54J2V1;8;0;102;0;0,75
8;6;1;2016;I54S13C60J2V1;8;0;92;1;0,75
;;0;2017;I54S13C60J2V1;5;0;76;2;
3;2;1;2018;I54S13C60J2V1;3;0;56;2;0,666666667
30;15;1;2016;I54S13C67J1V1;25;5;156;33;0,5
31;17;1;2017;I54S13C67J1V1;31;0;156;28;0,548387097
14;6;1;2016;I54S13C67J2V1;14;0;115;14;0,428571429
18;3;1;2017;I54S13C67J2V1;16;2;109;16;0,166666667
1;1;1;2018;I54S13C67J2V1;1;0;90;8;1
52;37;1;2018;I54S13C69J1V1;12;40;40;216;0,711538462
32;22;1;2019;I54S13C69J1V1;8;24;26;179;0,6875
12;7;1;2016;I54S14C162J1V1;10;2;41;11;0,583333333
8;6;1;2017;I54S14C162J1V1;7;1;36;11;0,75
28;17;1;2018;I54S14C49J1V1;8;20;9;22;0,607142857
21;11;1;2019;I54S14C49J1V1;5;16;9;30;0,523809524
32;2;1;2016;I54S14C51J2V1;19;13;22;15;0,0625
36;4;1;2017;I54S14C51J2V1;14;22;15;24;0,111111111
39;1;1;2018;I54S14C51J2V1;21;18;22;21;0,025641026
23;2;1;2019;I54S14C51J2V1;12;11;13;14;0,086956522
;;0;2020;I54S14C51J2V1;10;20;12;22;
;;0;2016;I54S14C55J2V1;2;1;2;1;
24;16;1;2016;I54S14C57J1V1;24;0;110;0;0,666666667
28;16;1;2017;I54S14C57J1V1;27;1;129;1;0,571428571
25;15;1;2018;I54S14C57J1V1;23;2;123;3;0,6
10;4;1;2016;I54S14C57J2V1;10;0;71;0;0,4
29;16;1;2016;I54S14C67J1V1;22;7;167;39;0,551724138
50;27;1;2017;I54S14C67J1V1;43;7;188;36;0,54
15;7;1;2016;I54S14C67J2V1;13;2;78;14;0,466666667
18;5;1;2017;I54S14C67J2V1;15;3;90;20;0,277777778
27;22;1;2016;I54S15C49J1V1;5;22;25;101;0,814814815
58;40;1;2017;I54S15C49J1V1;17;41;36;119;0,689655172
60;44;1;2018;I54S15C49J1V1;11;49;35;143;0,733333333
53;41;1;2019;I54S15C49J1V1;13;40;41;159;0,773584906
16;14;1;2020;I54S15C49J1V1;2;14;39;139;0,875
33;6;1;2016;I54S15C51J2V1;13;20;14;21;0,181818182
40;5;1;2017;I54S15C51J2V1;25;15;27;20;0,125
39;1;1;2018;I54S15C51J2V1;22;17;26;18;0,025641026
14;1;1;2019;I54S15C51J2V1;10;4;12;4;0,071428571
;;0;2020;I54S15C51J2V1;16;11;17;12;
40;24;1;2016;I54S15C54J2V1;38;2;152;4;0,6
13;8;1;2017;I54S15C54J2V1;13;0;118;2;0,615384615
14;10;1;2018;I54S15C54J2V1;14;0;90;2;0,714285714
9;6;1;2019;I54S15C54J2V1;9;0;86;2;0,666666667
34;27;1;2016;I54S15C67J1V1;28;6;170;39;0,794117647
18;14;1;2017;I54S15C67J1V1;14;4;181;32;0,777777778
33;27;1;2016;I54S16C49J1V1;12;21;29;79;0,818181818
26;19;1;2017;I54S16C49J1V1;4;22;30;90;0,730769231
27;23;1;2018;I54S16C49J1V1;5;22;32;97;0,851851852
14;11;1;2019;I54S16C49J1V1;1;13;28;95;0,785714286
25;2;1;2016;I54S16C51J2V1;13;12;16;14;0,08
41;7;1;2017;I54S16C51J2V1;24;17;26;17;0,170731707
27;2;1;2018;I54S16C51J2V1;14;13;18;16;0,074074074
31;1;1;2019;I54S16C51J2V1;17;14;19;15;0,032258065
31;1;1;2020;I54S16C51J2V1;16;15;17;16;0,032258065
11;6;1;2016;I54S16C56J2V2;11;0;89;3;0,545454545
11;5;1;2017;I54S16C56J2V2;11;0;87;1;0,454545455
17;11;1;2018;I54S16C56J2V2;17;0;87;0;0,647058824
32;28;1;2016;I54S16C72J1V1;17;15;35;43;0,875
29;21;1;2017;I54S16C72J1V1;11;18;42;55;0,724137931
32;25;1;2018;I54S16C72J1V1;16;16;48;62;0,78125
25;16;1;2019;I54S16C72J1V1;9;16;44;58;0,64
29;21;1;2016;I54S17C56J1V2;28;1;102;7;0,724137931
29;16;1;2017;I54S17C56J1V2;28;1;105;2;0,551724138
22;15;1;2018;I54S17C56J1V2;19;3;100;4;0,681818182
28;16;1;2016;I54S17C56J2V2;28;0;156;8;0,571428571
26;11;1;2017;I54S17C56J2V2;22;4;134;8;0,423076923
24;20;1;2018;I54S17C56J2V2;23;1;124;7;0,833333333
20;12;1;2016;I54S18C47J1V2;8;12;21;36;0,6
25;16;1;2017;I54S18C47J1V2;12;13;27;41;0,64
21;12;1;2018;I54S18C47J1V2;9;12;24;45;0,571428571
28;3;1;2016;I54S19C51J2V1;14;14;15;14;0,107142857
13;4;1;2017;I54S19C51J2V1;4;9;7;10;0,307692308
16;3;1;2018;I54S19C51J2V1;7;9;8;12;0,1875
;;0;2019;I54S19C51J2V1;5;4;6;8;
29;16;1;2016;I54S1C12J1V1;27;2;78;7;0,551724138
25;12;1;2017;I54S1C12J1V1;25;0;70;0;0,48
23;12;1;2018;I54S1C12J1V1;23;0;65;0;0,52173913
59;46;1;2016;I54S21C49J1V1;10;49;21;115;0,779661017
56;40;1;2017;I54S21C49J1V1;14;42;30;146;0,714285714
59;41;1;2018;I54S21C49J1V1;14;45;39;169;0,694915254
28;16;1;2019;I54S21C49J1V1;6;22;38;158;0,571428571
45;31;1;2016;I54S21C69J1V1;6;39;21;192;0,688888889
91;65;1;2017;I54S21C69J1V1;15;76;32;235;0,714285714
47;35;1;2018;I54S21C69J1V1;8;39;31;224;0,744680851
23;17;1;2019;I54S21C69J1V1;7;16;32;197;0,739130435
20;14;1;2020;I54S21C69J1V1;3;17;28;167;0,7
39;25;1;2016;I54S24C54J1V1;36;3;140;5;0,641025641
29;19;1;2016;I54S24C54J1V1;26;3;84;4;0,655172414
36;20;1;2017;I54S24C54J1V1;34;2;134;7;0,555555556
7;5;1;2017;I54S24C54J1V1;6;1;79;5;0,714285714
36;22;1;2018;I54S24C54J1V1;35;1;133;8;0,611111111
12;10;1;2018;I54S24C54J1V1;12;0;63;4;0,833333333
21;16;1;2019;I54S24C54J1V1;20;1;127;6;0,761904762
10;9;1;2019;I54S24C54J1V1;8;2;60;6;0,9
27;21;1;2016;I54S24C54J2V1;24;3;146;8;0,777777778
14;5;1;2016;I54S24C54J2V1;14;0;163;5;0,357142857
22;11;1;2017;I54S24C54J2V1;22;0;137;5;0,5
46;19;1;2017;I54S24C54J2V1;45;1;174;7;0,413043478
20;11;1;2018;I54S24C54J2V1;19;1;135;6;0,55
39;15;1;2018;I54S24C54J2V1;38;1;190;5;0,384615385
12;6;1;2019;I54S24C54J2V1;11;1;132;4;0,5
26;12;1;2019;I54S24C54J2V1;24;2;172;8;0,461538462
41;35;1;2016;I54S2C49J1V1;9;32;31;138;0,853658537
34;23;1;2017;I54S2C49J1V1;8;26;32;126;0,676470588
32;26;1;2018;I54S2C49J1V1;7;25;32;123;0,8125
19;14;1;2019;I54S2C49J1V1;4;15;28;114;0,736842105
33;30;1;2016;I54S33C49J1V2;5;28;24;104;0,909090909
46;35;1;2017;I54S33C49J1V2;14;32;35;118;0,760869565
52;39;1;2018;I54S33C49J1V2;9;43;34;136;0,75
19;19;1;2019;I54S33C49J1V2;3;16;29;130;1
30;19;1;2016;I54S33C67J2V1;24;6;148;22;0,633333333
25;13;1;2017;I54S33C67J2V1;22;3;178;29;0,52
38;32;1;2016;I54S3C49J1V1;6;32;22;117;0,842105263
45;30;1;2017;I54S3C49J1V1;11;34;21;131;0,666666667
46;30;1;2018;I54S3C49J1V1;12;34;28;129;0,652173913
29;21;1;2019;I54S3C49J1V1;10;19;30;124;0,724137931
30;7;1;2016;I54S3C51J2V1;16;14;16;17;0,233333333
46;4;1;2017;I54S3C51J2V1;16;30;17;36;0,086956522
36;8;1;2018;I54S3C51J2V1;16;20;17;24;0,222222222
;;0;2019;I54S3C51J2V1;9;15;9;15;
;;0;2020;I54S3C51J2V1;12;11;12;11;
14;5;1;2016;I54S3C60J1V1;14;0;40;1;0,357142857
1;1;1;2016;I54S3C60J2V1;1;0;31;1;1
37;22;1;2016;I54S3C67J1V1;28;9;69;17;0,594594595
29;18;1;2017;I54S3C67J1V1;25;4;83;14;0,620689655
33;13;1;2016;I54S3C67J2V1;27;6;145;30;0,393939394
39;15;1;2017;I54S3C67J2V1;34;5;127;30;0,384615385
22;1;1;2016;I54S4C51J2V1;5;17;5;17;0,045454545
33;2;1;2017;I54S4C51J2V1;8;25;8;27;0,060606061
15;15;1;2018;I54S4C51J2V1;4;11;5;13;1
;;0;2019;I54S4C51J2V1;7;24;7;26;
;;0;2020;I54S4C51J2V1;15;16;15;16;
24;16;1;2016;I54S4C54J1V1;22;2;84;5;0,666666667
29;21;1;2017;I54S4C54J1V1;27;2;98;5;0,724137931
28;18;1;2018;I54S4C54J1V1;24;4;92;6;0,642857143
18;11;1;2019;I54S4C54J1V1;17;1;80;2;0,611111111
39;15;1;2016;I54S4C54J2V1;36;3;136;13;0,384615385
49;22;1;2017;I54S4C54J2V1;45;4;128;15;0,448979592
50;25;1;2018;I54S4C54J2V1;43;7;152;16;0,5
21;13;1;2019;I54S4C54J2V1;17;4;127;15;0,619047619
24;13;1;2016;I54S5C51J2V1;7;17;8;17;0,541666667
66;7;1;2017;I54S5C51J2V1;24;42;27;54;0,106060606
62;1;1;2018;I54S5C51J2V1;20;42;24;45;0,016129032
56;2;1;2019;I54S5C51J2V1;18;38;18;39;0,035714286
;;0;2020;I54S5C51J2V1;24;27;26;28;
6;5;1;2016;I54S5C53J2V1;6;0;16;1;0,833333333
36;14;1;2016;I54S5C54J1V1;33;3;159;9;0,388888889
39;24;1;2017;I54S5C54J1V1;37;2;138;9;0,615384615
39;27;1;2018;I54S5C54J1V1;36;3;139;10;0,692307692
13;8;1;2019;I54S5C54J1V1;12;1;117;11;0,615384615
63;19;1;2016;I54S5C54J2V1;58;5;277;13;0,301587302
36;16;1;2017;I54S5C54J2V1;33;3;223;10;0,444444444
38;16;1;2018;I54S5C54J2V1;33;5;199;15;0,421052632
27;12;1;2019;I54S5C54J2V1;25;2;178;12;0,444444444
40;33;1;2016;I54S6C49J1V1;3;37;17;139;0,825
52;43;1;2017;I54S6C49J1V1;10;42;22;148;0,826923077
36;30;1;2018;I54S6C49J1V1;13;23;32;141;0,833333333
32;24;1;2019;I54S6C49J1V1;4;28;31;148;0,75
20;17;1;2020;I54S6C49J1V1;1;19;30;130;0,85
19;3;1;2016;I54S6C51J2V1;11;8;16;12;0,157894737
;;0;2017;I54S6C51J2V1;9;22;12;24;
;;0;2018;I54S6C51J2V1;5;10;5;10;
23;4;1;2019;I54S6C51J2V1;9;14;9;14;0,173913043
;;0;2020;I54S6C51J2V1;11;29;11;33;
49;33;1;2016;I54S7C49J1V1;13;36;40;204;0,673469388
48;39;1;2017;I54S7C49J1V1;11;37;40;185;0,8125
42;30;1;2018;I54S7C49J1V1;9;33;40;182;0,714285714
39;23;1;2019;I54S7C49J1V1;4;35;33;182;0,58974359
54;1;1;2016;I54S7C51J2V1;16;38;23;44;0,018518519
50;11;1;2017;I54S7C51J2V1;21;29;22;30;0,22
73;7;1;2018;I54S7C51J2V1;34;39;40;45;0,095890411
62;6;1;2019;I54S7C51J2V1;24;38;29;45;0,096774194
78;1;1;2020;I54S7C51J2V1;38;40;41;43;0,012820513
;;0;2016;I54S7C55J2V1;6;1;6;1;
66;44;1;2016;I54S7C67J1V1;52;14;249;69;0,666666667
32;22;1;2017;I54S7C67J1V1;23;9;222;65;0,6875
1;1;1;2018;I54S7C67J1V1;0;1;165;49;1
69;53;1;2016;I54S7C69J1V1;7;62;31;298;0,768115942
55;38;1;2017;I54S7C69J1V1;5;50;32;301;0,690909091
48;37;1;2018;I54S7C69J1V1;6;42;26;282;0,770833333
33;19;1;2019;I54S7C69J1V1;8;25;24;239;0,575757576
20;18;1;2020;I54S7C69J1V1;6;14;19;196;0,9
64;56;1;2016;I54S7C70J1V1;4;60;43;353;0,875
65;57;1;2017;I54S7C70J1V1;8;57;47;362;0,876923077
59;48;1;2018;I54S7C70J1V1;8;51;43;380;0,813559322
39;31;1;2019;I54S7C70J1V1;7;32;44;323;0,794871795
19;18;1;2020;I54S7C70J1V1;1;18;31;282;0,947368421
64;45;1;2016;I54S7C71J1V1;30;34;162;204;0,703125
56;35;1;2017;I54S7C71J1V1;30;26;169;200;0,625
45;21;1;2018;I54S7C71J1V1;26;19;158;157;0,466666667
28;24;1;2019;I54S7C71J1V1;16;12;127;143;0,857142857
16;15;1;2020;I54S7C71J1V1;10;6;95;103;0,9375
39;34;1;2016;I54S7C72J1V1;14;25;37;78;0,871794872
37;31;1;2017;I54S7C72J1V1;16;21;55;92;0,837837838
37;29;1;2018;I54S7C72J1V1;14;23;61;98;0,783783784
39;32;1;2019;I54S7C72J1V1;13;26;60;100;0,820512821
69;48;1;2016;I54S8C49J1V1;20;49;64;225;0,695652174
70;53;1;2017;I54S8C49J1V1;13;57;68;217;0,757142857
64;42;1;2018;I54S8C49J1V1;19;45;74;202;0,65625
38;25;1;2019;I54S8C49J1V1;11;27;66;182;0,657894737
19;7;1;2020;I54S8C49J1V1;4;15;50;148;0,368421053
22;15;1;2016;I54S8C56J1V2;21;1;99;4;0,681818182
21;12;1;2017;I54S8C56J1V2;19;2;110;3;0,571428571
14;7;1;2018;I54S8C56J1V2;13;1;105;2;0,5
21;15;1;2016;I54S8C56J2V2;20;1;100;3;0,714285714
17;10;1;2017;I54S8C56J2V2;16;1;107;4;0,588235294
18;8;1;2018;I54S8C56J2V2;18;0;99;4;0,444444444
27;17;1;2016;I54S8C67J1V1;25;2;92;19;0,62962963
26;8;1;2017;I54S8C67J1V1;18;8;96;32;0,307692308
5;5;1;2018;I54S8C67J1V1;3;2;71;23;1
17;8;1;2016;I54S8C67J2V1;13;4;76;12;0,470588235
16;7;1;2017;I54S8C67J2V1;15;1;86;10;0,4375
81;59;1;2016;I54S8C69J1V1;16;65;44;278;0,728395062
87;59;1;2017;I54S8C69J1V1;18;69;52;290;0,67816092
58;42;1;2018;I54S8C69J1V1;10;48;50;259;0,724137931
51;29;1;2019;I54S8C69J1V1;15;36;54;221;0,568627451
15;10;1;2020;I54S8C69J1V1;1;14;39;170;0,666666667
45;34;1;2016;I54S9C162J2V1;35;10;95;37;0,755555556
40;25;1;2017;I54S9C162J2V1;29;11;133;49;0,625
101;4;1;2016;I54S9C51J2V1;48;53;50;65;0,03960396
93;7;1;2017;I54S9C51J2V1;36;57;39;59;0,075268817
52;1;1;2018;I54S9C51J2V1;33;19;38;21;0,019230769
64;13;1;2019;I54S9C51J2V1;23;41;24;43;0,203125
;;0;2020;I54S9C51J2V1;21;38;27;45;
36;25;1;2016;I54S9C54J1V1;34;2;120;6;0,694444444
32;20;1;2017;I54S9C54J1V1;30;2;131;8;0,625
31;19;1;2018;I54S9C54J1V1;27;4;119;11;0,612903226
17;13;1;2019;I54S9C54J1V1;17;0;112;4;0,764705882
32;20;1;2016;I54S9C54J2V1;32;0;168;3;0,625
18;11;1;2017;I54S9C54J2V1;18;0;126;2;0,611111111
15;6;1;2018;I54S9C54J2V1;13;2;111;4;0,4
11;4;1;2019;I54S9C54J2V1;11;0;85;3;0,363636364
37;34;1;2016;I54S9C70J1V1;7;30;53;391;0,918918919
40;34;1;2017;I54S9C70J1V1;2;38;52;347;0,85
40;36;1;2018;I54S9C70J1V1;3;37;42;300;0,9
39;37;1;2019;I54S9C70J1V1;5;34;36;262;0,948717949
;;0;2016;I550S0C0J1V1;8;26;20;38;
;;0;2016;I550S0C0J1V1;5;28;9;52;
89;57;1;2018;I550S0C0J1V1;13;76;26;141;0,640449438
65;1;1;2019;I550S0C0J1V1;14;51;27;133;0,015384615
55;39;1;2017;I550S0C0J1V1;7;48;23;152;0,709090909
;;0;2016;I550S0C0J2V1;10;20;18;26;
;;0;2016;I550S0C0J2V1;2;36;9;63;
32;20;1;2018;I550S0C0J2V1;18;14;27;24;0,625
38;38;1;2018;I550S0C0J2V1;13;25;15;55;1
18;1;1;2019;I550S0C0J2V1;4;14;19;26;0,055555556
34;1;1;2019;I550S0C0J2V1;11;23;21;66;0,029411765
7;7;1;2017;I550S0C0J2V1;5;2;16;16;1
21;15;1;2017;I550S0C0J2V1;7;14;11;56;0,714285714
19;11;1;2018;I550S0C1J2V1;;19;0;36;0,578947368
21;15;1;2018;I550S0C23J2V1;8;13;12;26;0,714285714
;;0;2017;I550S0C23J2V1;0;1;13;19;
24;14;1;2018;I550S0C34J1V1;9;15;15;33;0,583333333
;;0;2019;I550S0C34J1V1;5;11;12;28;
13;8;1;2017;I550S0C34J1V1;5;8;18;35;0,615384615
20;14;1;2018;I550S0C35J2V1;10;10;15;16;0,7
;;0;2019;I550S0C35J2V1;7;16;16;24;
;;0;2016;I550S0C36J2V1;12;13;18;16;
15;14;1;2018;I550S0C36J2V1;9;6;17;10;0,933333333
14;9;1;2019;I550S0C36J2V1;12;2;21;12;0,642857143
;;0;2016;I550S0C38J2V1;24;9;38;14;
30;20;1;2018;I550S0C38J2V1;23;7;33;11;0,666666667
16;4;1;2019;I550S0C38J2V1;9;7;25;12;0,25
;;0;2016;I550S0C39J1V1;9;8;24;14;
;;0;2016;I550S0C4J1V1;4;12;4;12;
13;9;1;2018;I550S0C51J2V1;11;2;21;2;0,692307692
5;4;1;2019;I550S0C51J2V1;5;0;16;0;0,8
7;5;1;2017;I550S0C51J2V1;7;0;28;1;0,714285714
21;15;1;2018;I550S0C61J1V1;5;16;5;16;0,714285714
17;8;1;2018;I550S0C61J2V1;7;10;7;10;0,470588235
17;14;1;2018;I550S0C62J2V1;9;8;11;13;0,823529412
13;9;1;2017;I550S0C62J2V1;4;9;4;9;0,692307692
;;0;2016;I550S0C8J2V1;2;13;7;21;
;;0;2018;I550S0C8J2V1;5;17;6;25;
3;2;1;2016;I591S0C13J2V1;3;;85;17;0,666666667
;;0;2017;I591S0C13J2V1;3;0;5;0;
;;0;2016;I591S0C14J2V1;12;4;85;17;
3;3;1;2018;I591S0C14J2V1;2;1;2;1;1
;;0;2019;I591S0C14J2V1;5;2;7;;
;;0;2016;I591S0C20J2V1;3;;85;17;
;;0;2017;I591S0C20J2V1;5;0;5;0;
9;9;1;2016;I591S0C2J2V1;9;0;85;17;1
5;4;1;2017;I591S0C2J2V1;3;2;13;2;0,8
;;0;2018;I591S0C2J2V1;6;0;6;0;
52;12;1;2016;I591S0C3J2V1;44;8;85;17;0,230769231
7;7;1;2017;I591S0C3J2V1;3;4;18;8;1
11;4;1;2018;I591S0C3J2V1;7;4;7;4;0,363636364
;;0;2019;I591S0C3J2V1;7;0;7;;
10;10;1;2018;I626S3C115J2V1;1;9;4;13;1
13;12;1;2019;I626S3C115J2V1;2;11;3;20;0,923076923
7;6;1;2020;I626S3C115J2V1;4;3;6;21;0,857142857
9;9;1;2016;I626S3C115J2V1;4;5;6;11;1
7;7;1;2017;I626S3C115J2V1;3;4;5;11;1
26;17;1;2016;I629S0C0J2V1;23;3;32;4;0,653846154
14;9;1;2017;I629S0C0J2V1;13;1;28;3;0,642857143
34;30;1;2018;I629S0C100J2V1;27;7;48;19;0,882352941
25;25;1;2019;I629S0C100J2V1;15;10;39;16;1
25;20;1;2020;I629S0C100J2V1;12;13;43;23;0,8
45;45;1;2016;I629S0C100J2V1;30;15;52;24;1
;;0;2017;I629S0C100J2V1;24;12;55;28;
18;15;1;2018;I629S0C10J1V1;6;12;20;18;0,833333333
26;24;1;2019;I629S0C10J1V1;14;12;20;21;0,923076923
;;0;2020;I629S0C10J1V1;17;6;31;25;
21;18;1;2016;I629S0C10J1V1;10;11;24;15;0,857142857
26;20;1;2017;I629S0C10J1V1;18;8;30;14;0,769230769
18;16;1;2018;I629S0C10J2V1;10;8;14;13;0,888888889
;;0;2019;I629S0C10J2V1;11;6;20;13;
16;14;1;2016;I629S0C10J2V1;14;2;21;7;0,875
13;9;1;2017;I629S0C10J2V1;7;6;18;9;0,692307692
24;24;1;2018;I629S0C113J1V1;7;17;11;28;1
24;18;1;2019;I629S0C113J1V1;8;16;12;36;0,75
13;12;1;2020;I629S0C113J1V1;3;10;12;37;0,923076923
16;14;1;2017;I629S0C113J1V1;3;13;10;24;0,875
8;8;1;2018;I629S0C113J2V1;6;2;15;10;1
18;18;1;2019;I629S0C113J2V1;5;13;12;14;1
18;15;1;2020;I629S0C113J2V1;2;16;9;29;0,833333333
22;17;1;2016;I629S0C113J2V1;12;10;20;20;0,772727273
19;15;1;2017;I629S0C113J2V1;11;8;18;18;0,789473684
12;12;1;2018;I629S0C115J2V1;2;10;2;17;1
18;12;1;2019;I629S0C115J2V1;6;12;8;22;0,666666667
9;9;1;2020;I629S0C115J2V1;2;7;7;25;1
19;10;1;2016;I629S0C115J2V1;5;14;13;21;0,526315789
10;7;1;2017;I629S0C115J2V1;2;8;4;16;0,7
34;32;1;2018;I629S0C116J1V1;0;34;0;34;0,941176471
38;26;1;2019;I629S0C116J1V1;0;38;0;70;0,684210526
35;25;1;2020;I629S0C116J1V1;1;34;1;82;0,714285714
30;23;1;2018;I629S0C141J1V1;2;28;2;28;0,766666667
23;20;1;2019;I629S0C141J1V1;3;20;5;41;0,869565217
35;25;1;2020;I629S0C141J1V1;2;33;5;67;0,714285714
;;0;2019;I629S0C156J1V1;7;17;7;17;
18;10;1;2016;I629S0C1J2V1;18;;33;;0,555555556
15;7;1;2016;I629S0C2J1V1;10;5;16;10;0,466666667
8;6;1;2017;I629S0C2J2V1;6;2;7;2;0,75
20;15;1;2018;I629S0C6J2V1;8;12;17;15;0,75
25;16;1;2019;I629S0C6J2V1;13;12;19;21;0,64
23;13;1;2016;I629S0C6J2V1;11;12;17;22;0,565217391
22;12;1;2017;I629S0C6J2V1;17;5;23;12;0,545454545
38;27;1;2018;I629S2C0J2V1;38;0;48;1;0,710526316
24;21;1;2019;I629S2C0J2V1;23;1;50;1;0,875
34;24;1;2020;I629S2C0J2V1;27;7;66;8;0,705882353
27;19;1;2016;I629S2C0J2V1;22;5;33;9;0,703703704
21;11;1;2017;I629S2C0J2V1;20;1;36;4;0,523809524
22;17;1;2018;I629S2C113J1V1;8;14;14;30;0,772727273
24;20;1;2019;I629S2C113J1V1;5;19;7;34;0,833333333
29;21;1;2020;I629S2C113J1V1;5;24;6;52;0,724137931
22;17;1;2017;I629S2C113J1V1;7;15;7;15;0,772727273
19;16;1;2018;I629S2C113J2V1;8;11;15;25;0,842105263
19;18;1;2019;I629S2C113J2V1;5;14;11;24;0,947368421
16;15;1;2020;I629S2C113J2V1;6;10;16;30;0,9375
47;32;1;2016;I629S2C113J2V1;11;36;17;52;0,680851064
31;17;1;2017;I629S2C113J2V1;11;20;18;45;0,548387097
11;11;1;2018;I629S2C115J2V1;2;9;4;18;1
14;13;1;2019;I629S2C115J2V1;2;12;6;22;0,928571429
18;15;1;2020;I629S2C115J2V1;5;13;7;29;0,833333333
14;13;1;2016;I629S2C115J2V1;4;10;7;26;0,928571429
12;11;1;2017;I629S2C115J2V1;2;10;5;23;0,916666667
29;21;1;2018;I629S2C116J1V1;0;29;0;84;0,724137931
34;28;1;2019;I629S2C116J1V1;0;34;0;55;0,823529412
31;26;1;2020;I629S2C116J1V1;0;31;0;78;0,838709677
38;25;1;2016;I629S2C116J1V1;0;38;0;51;0,657894737
44;35;1;2017;I629S2C116J1V1;0;44;0;69;0,795454545
22;16;1;2018;I629S2C116J2V1;0;22;0;41;0,727272727
24;22;1;2019;I629S2C116J2V1;0;24;0;40;0,916666667
29;23;1;2020;I629S2C116J2V1;0;29;0;79;0,793103448
20;11;1;2016;I629S2C119J1V1;11;9;33;28;0,55
;;0;2017;I629S2C119J1V1;5;7;11;12;
19;11;1;2018;I629S2C119J2V1;18;1;24;3;0,578947368
25;12;1;2019;I629S2C119J2V1;19;6;27;7;0,48
22;18;1;2016;I629S2C119J2V1;21;1;64;11;0,818181818
14;8;1;2017;I629S2C119J2V1;11;3;27;5;0,571428571
20;13;1;2018;I629S2C121J1V1;3;17;6;28;0,65
38;31;1;2018;I629S2C151J1V1;4;34;4;34;0,815789474
30;26;1;2019;I629S2C151J1V1;2;28;6;55;0,866666667
34;20;1;2020;I629S2C151J1V1;2;32;6;72;0,588235294
28;24;1;2019;I629S2C151J2V1;5;23;5;23;0,857142857
30;20;1;2020;I629S2C151J2V1;4;26;7;46;0,666666667
21;20;1;2020;I629S2C156J2V1;7;14;7;14;0,952380952
;;0;2018;I629S2C2J1V1;9;11;10;14;
;;0;2019;I629S2C2J1V1;4;17;10;28;
14;12;1;2016;I629S2C2J1V1;7;7;19;22;0,857142857
16;12;1;2016;I629S2C2J2V1;10;6;28;33;0,75
12;11;1;2017;I629S2C2J2V1;7;5;13;11;0,916666667
16;12;1;2016;I629S3C0J1V1;13;3;22;4;0,75
20;18;1;2017;I629S3C0J1V1;13;7;23;9;0,9
43;39;1;2018;I629S3C0J2V1;37;6;55;10;0,906976744
27;20;1;2019;I629S3C0J2V1;23;4;52;14;0,740740741
24;23;1;2020;I629S3C0J2V1;17;7;58;15;0,958333333
26;24;1;2016;I629S3C0J2V1;18;8;33;13;0,923076923
37;12;1;2017;I629S3C0J2V1;30;7;49;14;0,324324324
16;13;1;2018;I629S3C113J2V1;6;10;15;13;0,8125
9;8;1;2019;I629S3C113J2V1;3;6;8;14;0,888888889
11;10;1;2020;I629S3C113J2V1;1;10;5;22;0,909090909
10;10;1;2016;I629S3C113J2V1;3;7;9;13;1
16;12;1;2017;I629S3C113J2V1;3;13;10;24;0,75
68;64;1;2018;I629S3C116J1V1;0;68;0;139;0,941176471
56;50;1;2019;I629S3C116J1V1;0;56;0;120;0,892857143
68;36;1;2020;I629S3C116J1V1;1;67;1;161;0,529411765
29;21;1;2016;I629S3C116J1V1;0;29;0;49;0,724137931
38;38;1;2017;I629S3C116J1V1;0;38;0;59;1
36;33;1;2018;I629S3C116J2V1;0;36;0;45;0,916666667
25;24;1;2019;I629S3C116J2V1;0;25;0;58;0,96
28;20;1;2020;I629S3C116J2V1;0;28;0;63;0,714285714
;;0;2018;I629S3C118J1V1;31;4;56;5;
13;9;1;2016;I629S3C118J1V1;11;2;26;2;0,692307692
14;14;1;2017;I629S3C118J1V1;14;0;22;1;1
23;20;1;2019;I629S3C118J2V1;22;1;41;1;0,869565217
16;16;1;2020;I629S3C118J2V1;14;2;44;2;1
36;29;1;2016;I629S3C118J2V1;34;2;76;2;0,805555556
;;0;2017;I629S3C118J2V1;56;3;84;4;
15;15;1;2016;I629S3C119J1V1;9;6;18;9;1
